_id,Ano,Codigo,Inep,Escola,Municipio,Localizacao,Situacao,Endereco,Numero,Bairro,Cep,Telefone,Email,TipoEnsino,idTipoEnsino,NivelOrganizacional,IdEscola,Id
4674,2015,3204559,32032269,EEEFM - PROF HERMANN BERGER,SANTA MARIA DE JETIBA,RURAL,Em Atividade,RODOVIA DR AFONSO SCHWAB KM5,"",SAO SEBASTIAO DE BELEM,29645000,(27) - 32631933,ESCOLAHERMANN@SEDU.ESGOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,722,5186747
4675,2014,3204559,32032269,EEEFM - PROF HERMANN BERGER,SANTA MARIA DE JETIBA,RURAL,Em Atividade,RODOVIA DR AFONSO SCHWAB KM5,"",SAO SEBASTIAO DE BELEM,29645000,(27) - 32631933,ESCOLAHERMANN@SEDU.ESGOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,722,5186748
4676,2015,3204559,32032277,EEEFM - GRACA ARANHA,SANTA MARIA DE JETIBA,URBANA,Em Atividade,RUA HERMANN ROELKE,131,CENTRO,29645000,(27) - 32632666,ESCOLAGRACAARANHA@SEDU.ES.GOV.BR,ATIVIDADE COMPLEMENTAR,9,Estadual,723,5186749
4677,2009,3200102,32025920,EEEFM - AFONSO CLAUDIO,AFONSO CLAUDIO,URBANA,Em Atividade,RUA UTE AMELIA GASTIN PADUA,50/124,SAO TARCISIO,29600000,(27) - 37352088,ESCOLAAFONSOCLAUDIO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,724,5186750
4678,2011,3200102,32025920,EEEFM - AFONSO CLAUDIO,AFONSO CLAUDIO,URBANA,Em Atividade,RUA UTE AMELIA GASTIN PADUA,50/124,SAO TARCISIO,29600000,(27) - 37352088,ESCOLAAFONSOCLAUDIO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,724,5186751
4679,2015,3200102,32025920,EEEFM - AFONSO CLAUDIO,AFONSO CLAUDIO,URBANA,Em Atividade,RUA UTE AMELIA GASTIN PADUA,50/124,SAO TARCISIO,29600000,(27) - 37352088,ESCOLAAFONSOCLAUDIO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,724,5186752
4680,2012,3200102,32025920,EEEFM - AFONSO CLAUDIO,AFONSO CLAUDIO,URBANA,Em Atividade,RUA UTE AMELIA GASTIN PADUA,50/124,SAO TARCISIO,29600000,(27) - 37352088,ESCOLAAFONSOCLAUDIO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,724,5186753
4681,2008,3204559,32094604,EEEM - FRANCISCO GUILHERME,SANTA MARIA DE JETIBA,RURAL,Em Atividade,AVENIDA JOÃO PEDRO LAUVERS,"",GARRAFAO,29645000,() - ,ESCOLAFRANCISCOG@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,725,5186754
4682,2010,3204559,32094604,EEEM - FRANCISCO GUILHERME,SANTA MARIA DE JETIBA,RURAL,Em Atividade,AVENIDA JOÃO PEDRO LAUVERS,"",GARRAFAO,29645000,() - ,ESCOLAFRANCISCOG@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,725,5186755
4683,2014,3204559,32094604,EEEM - FRANCISCO GUILHERME,SANTA MARIA DE JETIBA,RURAL,Em Atividade,AVENIDA JOÃO PEDRO LAUVERS,"",GARRAFAO,29645000,() - ,ESCOLAFRANCISCOG@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,725,5186756
4684,2008,3203403,32078544,EEEM - ELIZABETE NAZÁRIO LAURENTINO,MIMOSO DO SUL,RURAL,Em Atividade,RUA CUSTODIO GONÇALVES FIGUEIRA,"",SAO JOSE DAS TORRES,29400000,(28) - 35556317,ESCOLAELIZABETE@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,743,5186757
4685,2009,3203403,32078544,EEEM - ELIZABETE NAZÁRIO LAURENTINO,MIMOSO DO SUL,RURAL,Em Atividade,RUA CUSTODIO GONÇALVES FIGUEIRA,"",SAO JOSE DAS TORRES,29400000,(28) - 35556317,ESCOLAELIZABETE@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,743,5186758
4686,2009,3203403,32078552,EEEM - ANTÔNIO SABATINI SIMONI,MIMOSO DO SUL,RURAL,Em Atividade,RUA PRINCIPAL,"",CONCEICAO DE MUQUI,29400000,() - ,"",ENSINO MÉDIO,3,Estadual,744,5186759
4687,2014,3203403,32078552,EEEM - ANTÔNIO SABATINI SIMONI,MIMOSO DO SUL,RURAL,Em Atividade,RUA PRINCIPAL,"",CONCEICAO DE MUQUI,29400000,() - ,"",ENSINO MÉDIO,3,Estadual,744,5186760
4688,2010,3203809,32057474,EEEF - MARCONDES DE SOUZA,MUQUI,URBANA,Em Atividade,RUA JOSE GALDINO COIMBRA,"",BOA ESPERANCA,29480000,(28) - 35541111,ESCOLAMARCONDES@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,748,5186761
4689,2011,3203809,32057474,EEEF - MARCONDES DE SOUZA,MUQUI,URBANA,Em Atividade,RUA JOSE GALDINO COIMBRA,"",BOA ESPERANCA,29480000,(28) - 35541111,ESCOLAMARCONDES@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,748,5186762
4690,2011,3203809,32057474,EEEF - MARCONDES DE SOUZA,MUQUI,URBANA,Em Atividade,RUA JOSE GALDINO COIMBRA,"",BOA ESPERANCA,29480000,(28) - 35541111,ESCOLAMARCONDES@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,748,5186763
4691,2013,3203809,32057474,EEEF - MARCONDES DE SOUZA,MUQUI,URBANA,Em Atividade,RUA JOSE GALDINO COIMBRA,"",BOA ESPERANCA,29480000,(28) - 35541111,ESCOLAMARCONDES@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,748,5186764
4692,2014,3203809,32057474,EEEF - MARCONDES DE SOUZA,MUQUI,URBANA,Em Atividade,RUA JOSE GALDINO COIMBRA,"",BOA ESPERANCA,29480000,(28) - 35541111,ESCOLAMARCONDES@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,748,5186765
4693,2008,3200706,32051328,EEEFM - FERNANDO DE ABREU,ATILIO VIVACQUA,URBANA,Em Atividade,RUA GENERAL DUTRA,15,CENTRO,29490000,(28) - 35381511,ESCOLAFERNANDOABREU@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,752,5186766
4694,2011,3200706,32051328,EEEFM - FERNANDO DE ABREU,ATILIO VIVACQUA,URBANA,Em Atividade,RUA GENERAL DUTRA,15,CENTRO,29490000,(28) - 35381511,ESCOLAFERNANDOABREU@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,752,5186767
4695,2009,3201209,32052103,EEEM - CEI ATTILA DE ALMEIDA MIRANDA,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,AVENIDA NOSSA SENHORA DA CONSOLACAO,90,VILA RICA,29301080,(28) - 35224647,CENTROATTILAALMEIDA@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,754,5186768
4696,2011,3201209,32052103,EEEM - CEI ATTILA DE ALMEIDA MIRANDA,CACHOEIRO DE ITAPEMIRIM,URBANA,Em Atividade,AVENIDA NOSSA SENHORA DA CONSOLACAO,90,VILA RICA,29301080,(28) - 35224647,CENTROATTILAALMEIDA@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,754,5186769
4697,2013,3202306,32047002,EEEM - MONSENHOR MIGUEL DE SANCTIS,GUACUI,URBANA,Em Atividade,RODOVIA PREF NORIVAL COUZI - KM 96,KM 96,MORADA DAS PALMEIRAS,29560000,(28) - 35531695,ESCOLAMMSANCTIS@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,757,5186770
4698,2009,3202652,32078617,EEEM - PASTOR ADILSON BENTO DE FREITAS,IRUPI,RURAL,Paralisada,VILA DE SAO JOSE DE IRUPI,"",ZONA RURAL,29398000,(28) - 35481309,ESCOLAPASTORADILSON@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,768,5186771
4699,2009,3200201,32045360,EEEFM - PROFESSOR PEDRO SIMAO,ALEGRE,URBANA,Em Atividade,RUA ANTONIO LEMOS BARBOSA,"",VILA DO SUL,29500000,(28) - 35524040,ESCOLAPEDROSIMAO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,778,5186772
4700,2010,3200201,32045360,EEEFM - PROFESSOR PEDRO SIMAO,ALEGRE,URBANA,Em Atividade,RUA ANTONIO LEMOS BARBOSA,"",VILA DO SUL,29500000,(28) - 35524040,ESCOLAPEDROSIMAO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,778,5186773
4701,2009,3200201,32045360,EEEFM - PROFESSOR PEDRO SIMAO,ALEGRE,URBANA,Em Atividade,RUA ANTONIO LEMOS BARBOSA,"",VILA DO SUL,29500000,(28) - 35524040,ESCOLAPEDROSIMAO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,778,5186774
4702,2010,3200201,32045360,EEEFM - PROFESSOR PEDRO SIMAO,ALEGRE,URBANA,Em Atividade,RUA ANTONIO LEMOS BARBOSA,"",VILA DO SUL,29500000,(28) - 35524040,ESCOLAPEDROSIMAO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,778,5186775
4703,2010,3200201,32045360,EEEFM - PROFESSOR PEDRO SIMAO,ALEGRE,URBANA,Em Atividade,RUA ANTONIO LEMOS BARBOSA,"",VILA DO SUL,29500000,(28) - 35524040,ESCOLAPEDROSIMAO@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,778,5186776
4704,2012,3203700,32050364,EEEFM - ARQUIMIMO MATTOS,MUNIZ FREIRE,URBANA,Em Atividade,RUA NOSSA SENHORA DA CONCEICAO,"",PIACU,29386000,(28) - 35445131,ESCOLAARQUIMIMO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,779,5186777
4705,2008,3200201,32045379,EEEFM - ARISTEU AGUIAR,ALEGRE,URBANA,Em Atividade,AVENIDA DR WANDERLEY,"",CENTRO,29500000,(28) - 35521619,ESCOLAARISTEUAGUIAR@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,785,5186778
4706,2013,3200201,32045379,EEEFM - ARISTEU AGUIAR,ALEGRE,URBANA,Em Atividade,AVENIDA DR WANDERLEY,"",CENTRO,29500000,(28) - 35521619,ESCOLAARISTEUAGUIAR@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,785,5186779
4707,2009,3200201,32045379,EEEFM - ARISTEU AGUIAR,ALEGRE,URBANA,Em Atividade,AVENIDA DR WANDERLEY,"",CENTRO,29500000,(28) - 35521619,ESCOLAARISTEUAGUIAR@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,785,5186780
4708,2010,3200201,32045379,EEEFM - ARISTEU AGUIAR,ALEGRE,URBANA,Em Atividade,AVENIDA DR WANDERLEY,"",CENTRO,29500000,(28) - 35521619,ESCOLAARISTEUAGUIAR@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,785,5186781
4709,2008,3203700,32078536,EEEM - MENINO JESUS,MUNIZ FREIRE,URBANA,Em Atividade,RUA FRANCELINO GOULART,76,MENINO JESUS,29380000,(28) - 35444059,ESCOLAMENINOJESUS@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,786,5186782
4710,2015,3203700,32078536,EEEM - MENINO JESUS,MUNIZ FREIRE,URBANA,Em Atividade,RUA FRANCELINO GOULART,76,MENINO JESUS,29380000,(28) - 35444059,ESCOLAMENINOJESUS@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,786,5186783
4711,2010,3203007,32078595,EEEM - SAO JOAO DO PRINCIPE,IUNA,URBANA,Em Atividade,RUA SEBASTIAO CORREA BRAGA,0,IUNA,29392000,() - ,ESCOLAJOAODOPRINCIPE@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,788,5186784
4712,2015,3202652,32078609,EEEM - SANTA CRUZ,IRUPI,URBANA,Em Atividade,RUA DIONISIO JOAO AMANSO,"",CENTRO,29398000,(28) - 35483065,ESCOLASANTACRUZ@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,789,5186785
4713,2009,3202454,32047720,EEEFM - PROF MARIA TRINDADE OLIVEIRA,IBATIBA,URBANA,Em Atividade,AVENIDA AFONSO CLAUDIO,440,CENTRO,29395000,(28) - 35430034,ESCOLAMARIAOLIVEIRA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,791,5186786
4714,2014,3202454,32047720,EEEFM - PROF MARIA TRINDADE OLIVEIRA,IBATIBA,URBANA,Em Atividade,AVENIDA AFONSO CLAUDIO,440,CENTRO,29395000,(28) - 35430034,ESCOLAMARIAOLIVEIRA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,791,5186787
4715,2012,3202553,32048092,EEEFM - ANTONIO LEMOS JUNIOR,IBITIRAMA,URBANA,Em Atividade,RUA CONCEIÇÃO MIRANDA VAILANT,21,CENTRO,29540000,(28) - 35691371,ESCOLAANTONIOLEMOS@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,792,5186788
4716,2014,3202553,32048092,EEEFM - ANTONIO LEMOS JUNIOR,IBITIRAMA,URBANA,Em Atividade,RUA CONCEIÇÃO MIRANDA VAILANT,21,CENTRO,29540000,(28) - 35691371,ESCOLAANTONIOLEMOS@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,792,5186789
4717,2011,3202553,32048106,EEEFM - OLAVO RODRIGUES DA COSTA,IBITIRAMA,URBANA,Em Atividade,RUA GERALDO DE OLIVEIRA BARBOSA,"",CENTRO,29545000,(28) - 35693030,ESCOLAOLAVOCOSTA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,793,5186790
4718,2010,3202652,32048459,EEEFM - BERNARDO HORTA,IRUPI,URBANA,Em Atividade,RUA JOAO MARIANO,27,CENTRO,29398000,(28) - 35481665,ESCOLABERNARDOHORTA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,805,5186791
4719,2015,3203700,32049536,CEEFMTI - BRAULIO FRANCO,MUNIZ FREIRE,URBANA,Em Atividade,RUA CAPITAO JOAO ALVES,60,CENTRO,29380000,(28) - 35441135,ESCOLABRAULIO@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,807,5186792
4720,2009,3203700,32049536,CEEFMTI - BRAULIO FRANCO,MUNIZ FREIRE,URBANA,Em Atividade,RUA CAPITAO JOAO ALVES,60,CENTRO,29380000,(28) - 35441135,ESCOLABRAULIO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,807,5186793
4721,2014,3201209,32095007,EEEFM - PACOTUBA,CACHOEIRO DE ITAPEMIRIM,RURAL,Em Atividade,RUA DIOGO PIRES DE AMORIM,"",ZONA RURAL,29323000,(28) - 35397000,ESCOLAPACOTUBA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,811,5186794
4722,2015,3201209,32095007,EEEFM - PACOTUBA,CACHOEIRO DE ITAPEMIRIM,RURAL,Em Atividade,RUA DIOGO PIRES DE AMORIM,"",ZONA RURAL,29323000,(28) - 35397000,ESCOLAPACOTUBA@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,811,5186795
4723,2010,3203700,32079214,EEEM - PROF MARIA CANDIDO KNEIPP,MUNIZ FREIRE,URBANA,Em Atividade,RUA MARIA ASCENSAO SOARES,134,VIEIRA MACHADO,29383000,(28) - 35448004,ESCOLACANDIDOKNEIP@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,812,5186796
4724,2013,3203700,32079214,EEEM - PROF MARIA CANDIDO KNEIPP,MUNIZ FREIRE,URBANA,Em Atividade,RUA MARIA ASCENSAO SOARES,134,VIEIRA MACHADO,29383000,(28) - 35448004,ESCOLACANDIDOKNEIP@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,812,5186797
4725,2010,3203700,32079222,EEEM - JUDITH VIANA GUEDES,MUNIZ FREIRE,URBANA,Em Atividade,RUA SEBASTIAO COSTA,27,ITAICI,29388000,(28) - 35446015,ESCOLAJUDITHVIANA@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,813,5186798
4726,2012,3204807,32058268,EEEFM - MERCES GARCIA VIEIRA,SAO JOSE DO CALCADO,URBANA,Em Atividade,AVENIDA RUI BARBOSA,146,CENTRO,29470000,(28) - 35561249,ESCOLAMERCESGARCIA@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,814,5186799
4727,2008,3202009,32046634,EEEFM - PEDRO DE ALCANTARA GALVEAS,DORES DO RIO PRETO,URBANA,Em Atividade,AVENIDA FIRMINO DIAS,360,CENTRO,29580000,(28) - 35591586,ESCOLAPEDROGALVEAS@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,821,5186800
4728,2015,3202009,32046634,EEEFM - PEDRO DE ALCANTARA GALVEAS,DORES DO RIO PRETO,URBANA,Em Atividade,AVENIDA FIRMINO DIAS,360,CENTRO,29580000,(28) - 35591586,ESCOLAPEDROGALVEAS@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,821,5186801
4729,2012,3202009,32046634,EEEFM - PEDRO DE ALCANTARA GALVEAS,DORES DO RIO PRETO,URBANA,Em Atividade,AVENIDA FIRMINO DIAS,360,CENTRO,29580000,(28) - 35591586,ESCOLAPEDROGALVEAS@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,821,5186802
4730,2013,3202009,32046642,EEEFM - SAO JOSE - DORES DO RIO PRETO,DORES DO RIO PRETO,URBANA,Em Atividade,RUA PRINCIPAL,"",PEDRA MENINA,29580000,(28) - 35593007,ESCOLASAOJOSE@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,822,5186803
4731,2013,3202009,32046642,EEEFM - SAO JOSE - DORES DO RIO PRETO,DORES DO RIO PRETO,URBANA,Em Atividade,RUA PRINCIPAL,"",PEDRA MENINA,29580000,(28) - 35593007,ESCOLASAOJOSE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,822,5186804
4732,2009,3203163,32029594,EEEFM - JOAQUIM CAETANO DE PAIVA,LARANJA DA TERRA,URBANA,Em Atividade,RUA GUILHERME PIZZAIA,"",JOATUBA,29615000,(27) - 37365178,ESCOLAJOAQUIMPAIVA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,823,5186805
4733,2014,3203163,32029594,EEEFM - JOAQUIM CAETANO DE PAIVA,LARANJA DA TERRA,URBANA,Em Atividade,RUA GUILHERME PIZZAIA,"",JOATUBA,29615000,(27) - 37365178,ESCOLAJOAQUIMPAIVA@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,823,5186806
4734,2010,3200102,32027540,EEEFM - JOSE GIESTAS,AFONSO CLAUDIO,URBANA,Em Atividade,RUA WERNER RUCHDESCHEL,227,VILA PONTOES,29604000,(27) - 37355001,ESCOLAJOSE@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,827,5186807
4735,2011,3200102,32027540,EEEFM - JOSE GIESTAS,AFONSO CLAUDIO,URBANA,Em Atividade,RUA WERNER RUCHDESCHEL,227,VILA PONTOES,29604000,(27) - 37355001,ESCOLAJOSE@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,827,5186808
4736,2012,3200102,32027540,EEEFM - JOSE GIESTAS,AFONSO CLAUDIO,URBANA,Em Atividade,RUA WERNER RUCHDESCHEL,227,VILA PONTOES,29604000,(27) - 37355001,ESCOLAJOSE@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,827,5186809
4737,2009,3200102,32027540,EEEFM - JOSE GIESTAS,AFONSO CLAUDIO,URBANA,Em Atividade,RUA WERNER RUCHDESCHEL,227,VILA PONTOES,29604000,(27) - 37355001,ESCOLAJOSE@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,827,5186810
4738,2015,3200102,32027567,EEEFM - MARIA DE ABREU ALVIM,AFONSO CLAUDIO,URBANA,Em Atividade,RUA ANTONIETA SOUZA LIMA,"",FAZENDA GUANDU,29609000,(27) - 37358016,ESCOLAMARIADEABREU@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,828,5186811
4739,2010,3200102,32027567,EEEFM - MARIA DE ABREU ALVIM,AFONSO CLAUDIO,URBANA,Em Atividade,RUA ANTONIETA SOUZA LIMA,"",FAZENDA GUANDU,29609000,(27) - 37358016,ESCOLAMARIADEABREU@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,828,5186812
4740,2013,3200102,32027753,EEEFM - ELVIRA BARROS,AFONSO CLAUDIO,URBANA,Em Atividade,AVENIDA LEVY DIAS DE CARVALHO,200,SERRA PELADA,29603000,(27) - 37357184,ESCOLAELVIRA@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,833,5186813
4741,2009,3200102,32027753,EEEFM - ELVIRA BARROS,AFONSO CLAUDIO,URBANA,Em Atividade,AVENIDA LEVY DIAS DE CARVALHO,200,SERRA PELADA,29603000,(27) - 37357184,ESCOLAELVIRA@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,833,5186814
4742,2013,3200102,32027753,EEEFM - ELVIRA BARROS,AFONSO CLAUDIO,URBANA,Em Atividade,AVENIDA LEVY DIAS DE CARVALHO,200,SERRA PELADA,29603000,(27) - 37357184,ESCOLAELVIRA@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,833,5186815
4743,2012,3201704,32028059,EEEFM - PROFª ALDY SOARES MERCON VARGAS,CONCEICAO DO CASTELO,URBANA,Em Atividade,PRACA DA MATRIZ,9,CENTRO,29370000,(28) - 35471283,ESCOLAALDY@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,834,5186816
4744,2014,3201704,32028059,EEEFM - PROFª ALDY SOARES MERCON VARGAS,CONCEICAO DO CASTELO,URBANA,Em Atividade,PRACA DA MATRIZ,9,CENTRO,29370000,(28) - 35471283,ESCOLAALDY@SEDU.ES.GOV.BR,EDUCAÇÃO ESPECIAL,7,Estadual,834,5186817
4745,2011,3203163,32078315,EEEM - SOBREIRO,LARANJA DA TERRA,URBANA,Em Atividade,RUA PRINCIPAL,"",SOBREIRO,29619000,(27) - 37364152,ESCOLASOBREIRO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,841,5186818
4746,2012,3201159,32027532,EEEFM - FAZENDA CAMPORES,BREJETUBA,RURAL,Em Atividade,VILA RANCHO DANTAS,"",ZONA RURAL,29630000,(27) - 98963557,ESCOLAFAZENDACAMPORE@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,844,5186819
4747,2014,3201159,32027532,EEEFM - FAZENDA CAMPORES,BREJETUBA,RURAL,Em Atividade,VILA RANCHO DANTAS,"",ZONA RURAL,29630000,(27) - 98963557,ESCOLAFAZENDACAMPORE@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,844,5186820
4748,2014,3201159,32027532,EEEFM - FAZENDA CAMPORES,BREJETUBA,RURAL,Em Atividade,VILA RANCHO DANTAS,"",ZONA RURAL,29630000,(27) - 98963557,ESCOLAFAZENDACAMPORE@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,844,5186821
4749,2013,3201159,32027532,EEEFM - FAZENDA CAMPORES,BREJETUBA,RURAL,Em Atividade,VILA RANCHO DANTAS,"",ZONA RURAL,29630000,(27) - 98963557,ESCOLAFAZENDACAMPORE@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,844,5186822
4750,2015,3204559,32032579,EEEFM - FAZENDA EMILIO SCHROEDER,SANTA MARIA DE JETIBA,RURAL,Em Atividade,ALTO ALTO SANTA MARIA,"",ZONA RURAL,29645000,(27) - 99698291,ESCOLAFAZENDAEMILIA@SEDU.ES.GOV.BR,ATIVIDADE COMPLEMENTAR,9,Estadual,847,5186823
4751,2010,3201902,32028580,EEEFM - TEOFILO PAULINO,DOMINGOS MARTINS,URBANA,Em Atividade,ALAMEDA DOS PINHAIS,"",CENTRO,29260000,(27) - 32681248,ESCOLATEOFILO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(8),2,Estadual,849,5186824
4752,2012,3201902,32028580,EEEFM - TEOFILO PAULINO,DOMINGOS MARTINS,URBANA,Em Atividade,ALAMEDA DOS PINHAIS,"",CENTRO,29260000,(27) - 32681248,ESCOLATEOFILO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,849,5186825
4753,2015,3201902,32028580,EEEFM - TEOFILO PAULINO,DOMINGOS MARTINS,URBANA,Em Atividade,ALAMEDA DOS PINHAIS,"",CENTRO,29260000,(27) - 32681248,ESCOLATEOFILO@SEDU.ES.GOV.BR,ENSINO FUNDAMENTAL(9),8,Estadual,849,5186826
4754,2014,3201902,32028580,EEEFM - TEOFILO PAULINO,DOMINGOS MARTINS,URBANA,Em Atividade,ALAMEDA DOS PINHAIS,"",CENTRO,29260000,(27) - 32681248,ESCOLATEOFILO@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,849,5186827
4755,2010,3201902,32028806,EEEFM - PEDREIRAS,DOMINGOS MARTINS,URBANA,Em Atividade,RUA PETERLE,"",PEDRA AZUL,29278000,(27) - 32481291,ESCOLAPEDREIRAS@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,850,5186828
4756,2014,3201902,32028806,EEEFM - PEDREIRAS,DOMINGOS MARTINS,URBANA,Em Atividade,RUA PETERLE,"",PEDRA AZUL,29278000,(27) - 32481291,ESCOLAPEDREIRAS@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,850,5186829
4757,2011,3201902,32028806,EEEFM - PEDREIRAS,DOMINGOS MARTINS,URBANA,Em Atividade,RUA PETERLE,"",PEDRA AZUL,29278000,(27) - 32481291,ESCOLAPEDREIRAS@SEDU.ES.GOV.BR,EDUCAÇÃO PROFISSIONAL,6,Estadual,850,5186830
4758,2010,3200102,32078579,EEEM - SÃO FRANCISCO,AFONSO CLAUDIO,URBANA,Paralisada,RUA PEDRO RIBEIRO,177,SAO FRANCISCO,29600000,() - ,ESCOLASAOFRANCISCO@SEDU.ES.GOV.BR,ENSINO MÉDIO,3,Estadual,852,5186831
4759,2009,3205069,32030150,EEEF - LIBERAL ZANDONADI,VENDA NOVA DO IMIGRANTE,URBANA,Em Atividade,RUA DOM JOAO BATISTA,00051,VILA BETANIA,29375000,(28) - 35461981,ESCOLALIBERAL@SEDU.ES.GOV.BR,EDUCAÇÃO DE JOVENS E ADULTOS,5,Estadual,853,5186832
